State_Name,County_Name,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019,Land_Area,Population_Density,Wikipedia_URL,Wikipedia_ID,County_Coordinates,Area_Water,Area_Total,Time_Zones,Time_Zones_Summer_DST,Founded,Seat,Website,Congressional_Districts,Largest_Cities,Named_For,County,Largest_Township,Area_Codes,FIPS_Codes,Largest_Community,GNIS_Feature_IDs,Incorporated,Largest_Village,County_Seat,Parish,Regions,Government_Mayor,Elevation,Mottos,Government_Type,ZIP_Codes,Independent_City,Nicknames,Largest_Borough,Highest_Elevation,Designated,Government_Body,Boroughs,Demonyms,Established,Government_Commissioner,Metro_Area,Area_Independent_City,Shire_Town,State_Routes,Area_Rank,Interstates,Settled,U_S_Routes,Largest_Municipality,Waterways,Government_Vice_Mayor,Indiana_House_Of_Representatives_Districts,Largest_CDP,Airports,Area_Percentage,Area_Metro,City,Government_State_Senate,Public_Transit,Government_District_Attorney,Area_County,Area_Rank_Region,GDP,Indiana_Senate_Districts,Incorporated_As_Town,GDP_2018,Government_Council,Incorporated_As_City,CSA,Government_Manager,Government_President,Incorporated_Municipalities,County_Seat_And_Largest_City,Government_County_Board,ZIP_Code_Prefixes,Metro,Metropolitan_Area,Incorporated_Cities,Government_Board_President,Pre_Incorporation_County,Government_County_Administrator,Primary_Airport,Parish_Seat,Government_Supervisors,Formed,Government_Assembly_Members,Zip_Code,South_Shore_Line_Stations,Government_Executive,City_And_County,Amtrak_Stations,Southern_Portion_Summer_DST,West_Wendover,Lowest_Elevation,Government_US_House,Kenton_Unofficially,Nara_Visa_Unofficially,Northern_Portion_Summer_DST,Southern_Portion,Lowest_Elevation_At_Lake_Michigan,Consolidated,Organized,GDP_Per_Capita,Northern_Portion,West_Wendover_Summer_DST,ZIP,Nara_Visa_Unofficially_Summer_DST,Secondary_Airport,Commuter_Rail,Kenton_Unofficially_Summer_DST,Major_Airport,Elevation_Mean,Government_Chief_Executive_Officer,Founded_By,Government_State_Reps,Existed,Government_Governing_Body,Major_Waterways,Area_Land_CDP,South_Of_Salmon_River_Summer_DST,Abolished,GNIS_ID,Area_Consolidated_City_County,Government_Comptroller,Area_City,Most_Of_County,Type,Western_Portion_Summer_DST,Incorporated_Independent_City,Rapid_Transit,Area_Unified_Borough,Re_Organized,Nan_Summer_DST,Western_Part_Of_County_Summer_DST,Geocode,Government_US_Rep,Government_Delegate,Government_State_Assemblyman,Southern_Fifth,Southern_Fifth_Summer_DST,Government_President_Board_Of_Aldermen,Government_City_Attorney,Most_Of_County_Summer_DST,Eastern_Part_Of_County,Eastern_Portion_Summer_DST,Government_County_Council,Created,Eastern_Portion,Area_Urban,Western_Portion,Government_Virginia_Senate,Interstate_And_US_Routes,Government_Board_Of_County_Commissioners,Government_Administrative_Officer,Area_State_Capital_City_And_Borough,Primary,Highways_Freeways,Home_Rule_City,Largest_Settlement,Northwestern,Government_Houses_Of_Delegates,Named,Government_Alaska_House,Government_United_States_Representatives,Founded_Date,Area_Water_CDP,Borough_Seat,Government_Commissioner_Of_Revenue,U_S_And_State_Routes,Area_City_And_County,Dimensions_Width,Reference_No,Area_Urban_CDP,Government_US_Senate,Historic_Colony,Area_Borough,Northwestern_Summer_DST,American,Mission,Colonized,Districts,North_Of_Salmon_River_Summer_DST,Borough_Created,Government_Council_Chair,South_Of_Salmon_River,Area_State_Capital_And_Consolidated_City_County,Area_Density,Highest_Elevation_SW_Galena_Twp,North_Of_Salmon_River,Government_Alaska_Senate,Chartered,State_Highways,Largest_Place,Dimensions_Length,English,Primary_Summer_DST,Western_Part_Of_County,ZIP_Code_Format,Government_Treasurer
Mississippi,Smith County,16491,16488,16498,16527.0,16337.0,16229.0,16210.0,16079.0,15949.0,16073.0,16029.0,15916,1650.0,26/sq mi (10.0/km2),"https://en.wikipedia.org/wiki/Smith_County,_Mississippi",,32°01′N 89°30′W / 32.02°N 89.5°W,,,,,1833,Raleigh,www.visitsmithcountyms.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Stone County,17786,17790,17907,17901.0,18051.0,17960.0,18089.0,18271.0,18183.0,18593.0,17997.0,18336,1150.0,40/sq mi (15/km2),"https://en.wikipedia.org/wiki/Stone_County,_Mississippi",,30°47′N 89°07′W / 30.79°N 89.12°W,,,,,1916,Wiggins,www.stonecountygov.com,,,John M. Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Sunflower County,29450,29383,28981,28521.0,28407.0,27906.0,27405.0,26877.0,26493.0,26142.0,26211.0,25110,1810.0,42/sq mi (16/km2),"https://en.wikipedia.org/wiki/Sunflower_County,_Mississippi",,33°37′N 90°36′W / 33.61°N 90.6°W,,,,,1844,Indianola,www.sunflowercounty.ms.gov/Pages/Default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Tallahatchie County,15378,15385,15339,15312.0,15013.0,14942.0,14685.0,14582.0,14342.0,14094.0,13961.0,13809,1670.0,24/sq mi (9.1/km2),"https://en.wikipedia.org/wiki/Tallahatchie_County,_Mississippi",,33°57′N 90°10′W / 33.95°N 90.17°W,,,,,"December 31, 1833",Charleston and Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Tate County,28886,28872,28987,28742.0,28526.0,28347.0,28248.0,28465.0,28306.0,28581.0,28347.0,28321,1050.0,70/sq mi (27/km2),"https://en.wikipedia.org/wiki/Tate_County,_Mississippi",,34°39′N 89°56′W / 34.65°N 89.94°W,,,,,1873,Senatobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Tippah County,22232,22232,22184,22038.0,21911.0,21999.0,21972.0,22018.0,22063.0,21953.0,22039.0,22015,1190.0,48/sq mi (19/km2),"https://en.wikipedia.org/wiki/Tippah_County,_Mississippi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Tishomingo County,19593,19603,19629,19635.0,19618.0,19504.0,19427.0,19481.0,19442.0,19518.0,19383.0,19383,1100.0,44/sq mi (17/km2),"https://en.wikipedia.org/wiki/Tishomingo_County,_Mississippi",,34°44′N 88°14′W / 34.74°N 88.24°W,,,,,"February 9, 1836",Iuka,,,,Chief Tishomingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Tunica County,10778,10778,10765,10590.0,10438.0,10454.0,10496.0,10264.0,10139.0,9984.0,9922.0,9632,1180.0,22/sq mi (8.7/km2),"https://en.wikipedia.org/wiki/Tunica_County,_Mississippi",,34°40′N 90°23′W / 34.66°N 90.38°W,,,,,1836,Tunica,tunicacountyms.com/portal/,,,Tunica-Biloxi tribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Union County,27134,27143,27151,27315.0,27349.0,27771.0,28157.0,28311.0,28308.0,28486.0,28615.0,28815,1080.0,65/sq mi (25/km2),"https://en.wikipedia.org/wiki/Union_County,_Mississippi",,34°29′N 89°00′W / 34.49°N 89°W,,,,,1870,New Albany,unioncoms.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Walthall County,15443,15440,15396,15372.0,15068.0,14852.0,14842.0,14601.0,14556.0,14505.0,14436.0,14286,1050.0,38/sq mi (15/km2),"https://en.wikipedia.org/wiki/Walthall_County,_Mississippi",,31°08′N 90°06′W / 31.14°N 90.1°W,,,,,1910,Tylertown,www.co.walthall.ms.us,,,Edward C. Walthall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Warren County,48773,48770,48834,48318.0,48215.0,48289.0,47941.0,47481.0,46958.0,46682.0,46093.0,45381,1530.0,79/sq mi (30/km2),"https://en.wikipedia.org/wiki/Warren_County,_Mississippi",,32°22′N 90°51′W / 32.36°N 90.85°W,,,,,1809,Vicksburg,www.co.warren.ms.us,,,Joseph Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Washington County,51137,51135,51097,50455.0,50019.0,49661.0,49008.0,47959.0,47183.0,46197.0,45036.0,43909,1880.0,67/sq mi (26/km2),"https://en.wikipedia.org/wiki/Washington_County,_Mississippi",,33°17′N 90°57′W / 33.29°N 90.95°W,,,,,1827,Greenville,www.washingtoncounty.ms,,,George Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Wayne County,20747,20747,20772,20618.0,20616.0,20461.0,20456.0,20497.0,20460.0,20430.0,20296.0,20183,2100.0,25/sq mi (9.8/km2),"https://en.wikipedia.org/wiki/Wayne_County,_Mississippi",,31°38′N 88°42′W / 31.64°N 88.7°W,,,,,1809,Waynesboro,www.waynecounty.ms,,,Anthony Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Webster County,10253,10264,10268,10192.0,10088.0,9947.0,9995.0,9873.0,9758.0,9732.0,9788.0,9689,1090.0,24/sq mi (9.4/km2),"https://en.wikipedia.org/wiki/Webster_County,_Mississippi",,33°37′N 89°17′W / 33.61°N 89.28°W,,,,,1874,Walthall,,,,Daniel Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Wilkinson County,9878,9878,9863,9583.0,9458.0,9340.0,9187.0,9089.0,9020.0,8855.0,8781.0,8630,1760.0,14/sq mi (5.5/km2),"https://en.wikipedia.org/wiki/Wilkinson_County,_Mississippi",,31°10′N 91°19′W / 31.16°N 91.32°W,,,,,1802,Woodville,www.wilkinson.co.ms.gov,,,James Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Winston County,19198,19201,19203,19044.0,18977.0,18757.0,18601.0,18447.0,18340.0,18237.0,18164.0,17955,1570.0,31/sq mi (12/km2),"https://en.wikipedia.org/wiki/Winston_County,_Mississippi",,33°05′N 89°02′W / 33.09°N 89.04°W,,,,,1833,Louisville,"Winston County, Mississippi Winston County Economic Development District Partnership",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Yalobusha County,12678,12678,12626,12518.0,12390.0,12377.0,12306.0,12458.0,12461.0,12449.0,12361.0,12108,1210.0,26/sq mi (9.9/km2),"https://en.wikipedia.org/wiki/Yalobusha_County,_Mississippi",,34°02′N 89°43′W / 34.03°N 89.72°W,,,,,"February 21, 1834",Coffeeville and Water Valley,www.yalobushaonline.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Yazoo County,28065,28065,28134,28277.0,28330.0,27995.0,27800.0,27411.0,27972.0,28659.0,29093.0,29690,2390.0,30/sq mi (12/km2),"https://en.wikipedia.org/wiki/Yazoo_County,_Mississippi",,32°47′N 90°24′W / 32.78°N 90.4°W,,,,,"January 21, 1823",Yazoo City,yazoocounty.net,,,The Yazoo River,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Adair County,25607,25606,25625,25657.0,25675.0,25703.0,25521.0,25353.0,25244.0,25429.0,25476.0,25343,1470.0,45/sq mi (17/km2),"https://en.wikipedia.org/wiki/Adair_County,_Missouri",,40°11′N 92°36′W / 40.19°N 92.6°W,,,,,"January 29, 1841",Kirksville,adaircountymissouri.com,,,"Adair County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Andrew County,17291,17296,17344,17199.0,17311.0,17305.0,17282.0,17314.0,17351.0,17474.0,17662.0,17712,1120.0,40/sq mi (15/km2),"https://en.wikipedia.org/wiki/Andrew_County,_Missouri",,39°59′N 94°48′W / 39.99°N 94.8°W,,,,,"January 29, 1841",Savannah,www.andrewcounty.org,,,Andrew Jackson Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Atchison County,5685,5683,5656,5573.0,5513.0,5422.0,5357.0,5295.0,5281.0,5243.0,5183.0,5143,1420.0,10/sq mi (4.0/km2),"https://en.wikipedia.org/wiki/Atchison_County,_Missouri",,40°26′N 95°26′W / 40.43°N 95.43°W,,,,,"February 14, 1845",Rock Port,www.atchisoncounty.org,,,David Rice Atchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Audrain County,25529,25531,25453,25527.0,25524.0,25545.0,25816.0,25950.0,25870.0,25590.0,25423.0,25388,1790.0,37/sq mi (14/km2),"https://en.wikipedia.org/wiki/Audrain_County,_Missouri",,39°13′N 91°50′W / 39.21°N 91.84°W,,,,,"December 17, 1836",Mexico,www.audraincounty.org,"4th, 6th",,James Hunter Audrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Barry County,35597,35601,35555,35347.0,35333.0,35331.0,35321.0,35293.0,35226.0,35631.0,35712.0,35789,2020.0,45/sq mi (17/km2),"https://en.wikipedia.org/wiki/Barry_County,_Missouri",,36°43′N 93°50′W / 36.71°N 93.83°W,,,,,"January 5, 1835",Cassville,,,,William Taylor Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Barton County,12402,12396,12383,12342.0,12294.0,12175.0,11981.0,11825.0,11825.0,11793.0,11790.0,11754,1530.0,21/sq mi (8.0/km2),"https://en.wikipedia.org/wiki/Barton_County,_Missouri",,37°30′N 94°20′W / 37.5°N 94.34°W,,,,,"December 12, 1855",Lamar,www.bartoncounty.com,,,David Barton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Bates County,17049,17047,17028,16965.0,16616.0,16428.0,16515.0,16362.0,16351.0,16293.0,16304.0,16172,2170.0,20/sq mi (7.7/km2),"https://en.wikipedia.org/wiki/Bates_County,_Missouri",,38°16′N 94°20′W / 38.26°N 94.34°W,,,,,"January 29, 1841[1]",Butler,www.batescounty.net,,,Frederick Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Benton County,19056,19057,19096,19033.0,18991.0,18941.0,18877.0,18791.0,18934.0,19072.0,19297.0,19443,1820.0,25/sq mi (9.8/km2),"https://en.wikipedia.org/wiki/Benton_County,_Missouri",,38°18′N 93°17′W / 38.3°N 93.29°W,,,,,"January 3, 1835",Warsaw,www.bentoncomo.com,,,Thomas Hart Benton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Bollinger County,12363,12358,12342,12376.0,12442.0,12481.0,12415.0,12316.0,12205.0,12280.0,12189.0,12133,1600.0,20/sq mi (7.7/km2),"https://en.wikipedia.org/wiki/Bollinger_County,_Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Boone County,162642,162652,163203,166257.0,168807.0,170975.0,172799.0,174404.0,176315.0,178012.0,179061.0,180463,1770.0,240/sq mi (91/km2),"https://en.wikipedia.org/wiki/Boone_County,_Missouri",,38°56′54″N 92°20′02″W / 38.9483°N 92.3339°W,,,,,"November 16, 1820",Columbia,www.showmeboone.com,,,Daniel Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Buchanan County,89201,89191,89072,89728.0,89930.0,89826.0,89600.0,89082.0,89032.0,88660.0,88163.0,87364,1060.0,210/sq mi (83/km2),"https://en.wikipedia.org/wiki/Buchanan_County,_Missouri",,39°40′N 94°49′W / 39.67°N 94.81°W,,,,,"December 31, 1838",St. Joseph,www.co.buchanan.mo.us,,,James Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Butler County,42794,42792,42786,42990.0,42986.0,42961.0,42849.0,42829.0,42769.0,42618.0,42587.0,42478,1800.0,61/sq mi (24/km2),"https://en.wikipedia.org/wiki/Butler_County,_Missouri",,36°43′N 90°24′W / 36.72°N 90.4°W,,,,,"February 27, 1849",Poplar Bluff,butlercountymo.com,,,William Orlando Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Caldwell County,9424,9418,9428,9278.0,9088.0,9040.0,8998.0,9002.0,9043.0,9059.0,9071.0,9020,1100.0,22/sq mi (8.5/km2),"https://en.wikipedia.org/wiki/Caldwell_County,_Missouri",,39°40′N 93°59′W / 39.66°N 93.98°W,,,,,"December 29, 1836",Kingston,www.caldwellco.missouri.org,,,John Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Callaway County,44332,44331,44310,44304.0,44399.0,44528.0,44633.0,44699.0,45069.0,44982.0,44954.0,44743,2160.0,52/sq mi (20/km2),"https://en.wikipedia.org/wiki/Callaway_County,_Missouri",,38°50′N 91°55′W / 38.84°N 91.92°W,,,,,"November 25, 1820",Fulton,callawaycounty.org,,,James Callaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Camden County,44002,44016,44078,43824.0,44197.0,44294.0,44555.0,44735.0,44906.0,45473.0,45913.0,46305,1700.0,62/sq mi (24/km2),"https://en.wikipedia.org/wiki/Camden_County,_Missouri",,38°02′N 92°46′W / 38.03°N 92.77°W,,,,,"January 29, 1841",Camdenton,www.camdenmo.org,"3rd, 4th",,"Charles Pratt, 1st Earl Camden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
